id,log_feature,volume
17686,feature 134,1
17686,feature 301,1
17686,feature 307,1
17686,feature 219,1
17686,feature 312,1
17686,feature 134,1
17686,feature 301,1
17686,feature 307,1
17686,feature 219,1
17686,feature 312,1
17686,feature 134,1
17686,feature 301,1
17686,feature 307,1
17686,feature 219,1
17686,feature 312,1
17686,feature 134,1
17686,feature 301,1
17069,feature 232,1
17069,feature 312,1
17069,feature 232,1
17069,feature 312,1
18238,feature 232,4
18238,feature 312,6
18238,feature 232,4
18238,feature 312,6
17212,feature 232,14
17212,feature 312,19
17212,feature 232,14
17212,feature 312,19
17891,feature 232,11
17891,feature 312,15
17891,feature 232,11
17891,feature 312,15
18316,feature 312,10
18316,feature 232,6
18316,feature 312,10
18316,feature 232,6
18263,feature 232,15
18263,feature 312,24
18263,feature 232,15
18263,feature 312,24
17304,feature 232,4
17304,feature 312,4
17304,feature 232,4
17304,feature 312,4
18097,feature 232,4
18097,feature 312,8
18097,feature 232,4
18097,feature 312,8
17011,feature 312,7
17710,feature 221,1
17710,feature 301,1
17710,feature 134,1
17710,feature 221,1
17710,feature 301,1
17710,feature 134,1
17710,feature 221,1
17710,feature 301,1
17710,feature 134,1
17020,feature 312,15
17020,feature 232,15
17020,feature 312,15
17020,feature 232,15
18311,feature 232,2
18311,feature 312,2
18311,feature 232,2
18311,feature 312,2
17545,feature 232,2
17545,feature 312,3
17545,feature 232,2
17545,feature 312,3
18464,feature 307,4
18464,feature 233,2
18464,feature 232,1
18464,feature 313,2
18464,feature 312,1
18464,feature 227,4
18464,feature 307,4
18464,feature 233,2
18464,feature 232,1
18464,feature 313,2
18464,feature 312,1
18464,feature 227,4
18464,feature 307,4
18464,feature 233,2
18464,feature 232,1
18464,feature 313,2
18464,feature 312,1
18464,feature 227,4
18464,feature 307,4
18464,feature 233,2
18464,feature 232,1
18464,feature 313,2
18464,feature 312,1
18464,feature 227,4
18464,feature 307,4
18464,feature 233,2
18464,feature 232,1
18464,feature 313,2
18464,feature 312,1
18464,feature 227,4
18464,feature 307,4
18464,feature 233,2
18464,feature 232,1
18464,feature 313,2
18464,feature 312,1
18464,feature 227,4
16896,feature 312,1
16896,feature 313,1
16896,feature 307,1
16896,feature 312,1
16896,feature 313,1
16896,feature 307,1
16896,feature 312,1
16896,feature 313,1
16896,feature 307,1
17798,feature 312,3
17798,feature 232,2
17798,feature 312,3
17798,feature 232,2
16878,feature 312,2
16878,feature 307,1
16878,feature 232,1
16878,feature 312,2
16878,feature 307,1
16878,feature 232,1
16878,feature 312,2
16878,feature 307,1
16878,feature 232,1
17651,feature 68,1
17651,feature 170,1
17651,feature 68,1
17651,feature 170,1
18112,feature 68,1
18354,feature 312,4
18354,feature 232,4
18354,feature 312,4
18354,feature 232,4
16813,feature 181,1
16813,feature 44,1
16813,feature 307,3
16813,feature 227,2
16813,feature 160,1
16813,feature 312,2
16813,feature 232,2
16813,feature 181,1
16813,feature 44,1
16813,feature 307,3
16813,feature 227,2
16813,feature 160,1
16813,feature 312,2
16813,feature 232,2
16813,feature 181,1
16813,feature 44,1
16813,feature 307,3
16813,feature 227,2
16813,feature 160,1
16813,feature 312,2
16813,feature 232,2
16813,feature 181,1
16813,feature 44,1
16813,feature 307,3
16813,feature 227,2
16813,feature 160,1
16813,feature 312,2
16813,feature 232,2
16813,feature 181,1
16813,feature 44,1
16813,feature 307,3
16813,feature 227,2
16813,feature 160,1
16813,feature 312,2
16813,feature 232,2
16813,feature 181,1
16813,feature 44,1
16813,feature 307,3
16813,feature 227,2
16813,feature 160,1
16813,feature 312,2
16813,feature 232,2
16813,feature 181,1
16813,feature 44,1
16813,feature 307,3
16813,feature 227,2
16813,feature 160,1
16813,feature 312,2
16813,feature 232,2
17905,feature 181,1
18070,feature 313,1
18070,feature 315,1
18070,feature 313,1
18070,feature 315,1
18272,feature 227,1
18272,feature 232,1
18272,feature 227,1
18272,feature 232,1
16881,feature 307,1
16881,feature 312,1
16881,feature 232,1
16881,feature 227,1
16881,feature 307,1
16881,feature 312,1
16881,feature 232,1
16881,feature 227,1
16881,feature 307,1
16881,feature 312,1
16881,feature 232,1
16881,feature 227,1
16881,feature 307,1
16881,feature 312,1
16881,feature 232,1
16881,feature 227,1
17427,feature 155,10
17427,feature 182,1
17427,feature 155,10
17427,feature 182,1
18060,feature 233,1
18060,feature 313,1
18060,feature 312,3
18060,feature 232,1
18060,feature 233,1
18060,feature 313,1
18060,feature 312,3
18060,feature 232,1
18060,feature 233,1
18060,feature 313,1
18060,feature 312,3
18060,feature 232,1
18060,feature 233,1
18060,feature 313,1
18060,feature 312,3
18060,feature 232,1
18028,feature 313,1
18028,feature 307,1
18028,feature 312,2
18028,feature 313,1
18028,feature 307,1
18028,feature 312,2
18028,feature 313,1
18028,feature 307,1
18028,feature 312,2
17641,feature 313,1
17641,feature 232,1
17641,feature 312,1
17641,feature 233,1
17641,feature 313,1
17641,feature 232,1
17641,feature 312,1
17641,feature 233,1
17641,feature 313,1
17641,feature 232,1
17641,feature 312,1
17641,feature 233,1
17641,feature 313,1
17641,feature 232,1
17641,feature 312,1
17641,feature 233,1
16860,feature 232,1
16860,feature 312,1
16860,feature 313,2
16860,feature 232,1
16860,feature 312,1
16860,feature 313,2
16860,feature 232,1
16860,feature 312,1
16860,feature 313,2
17921,feature 313,1
17921,feature 312,1
17921,feature 232,1
17921,feature 315,1
17921,feature 313,1
17921,feature 312,1
17921,feature 232,1
17921,feature 315,1
17921,feature 313,1
17921,feature 312,1
17921,feature 232,1
17921,feature 315,1
17921,feature 313,1
17921,feature 312,1
17921,feature 232,1
17921,feature 315,1
16927,feature 310,1
17769,feature 232,1
17769,feature 312,1
17769,feature 232,1
17769,feature 312,1
17459,feature 345,1
17459,feature 253,1
17459,feature 273,1
17459,feature 332,1
17459,feature 68,2
17459,feature 345,1
17459,feature 253,1
17459,feature 273,1
17459,feature 332,1
17459,feature 68,2
17459,feature 345,1
17459,feature 253,1
17459,feature 273,1
17459,feature 332,1
17459,feature 68,2
17459,feature 345,1
17459,feature 253,1
17459,feature 273,1
17459,feature 332,1
17459,feature 68,2
17459,feature 345,1
17459,feature 253,1
17459,feature 273,1
17459,feature 332,1
17459,feature 68,2
18501,feature 54,1
18501,feature 170,1
18501,feature 273,1
18501,feature 345,1
18501,feature 54,1
18501,feature 170,1
18501,feature 273,1
18501,feature 345,1
18501,feature 54,1
18501,feature 170,1
18501,feature 273,1
18501,feature 345,1
18501,feature 54,1
18501,feature 170,1
18501,feature 273,1
18501,feature 345,1
18485,feature 134,1
18485,feature 221,1
18485,feature 301,1
18485,feature 134,1
18485,feature 221,1
18485,feature 301,1
18485,feature 134,1
18485,feature 221,1
18485,feature 301,1
18402,feature 219,2
18402,feature 301,2
18402,feature 134,1
18402,feature 219,2
18402,feature 301,2
18402,feature 134,1
18402,feature 219,2
18402,feature 301,2
18402,feature 134,1
18453,feature 219,1
17622,feature 312,4
17622,feature 232,4
17622,feature 307,1
17622,feature 227,2
17622,feature 312,4
17622,feature 232,4
17622,feature 307,1
17622,feature 227,2
17622,feature 312,4
17622,feature 232,4
17622,feature 307,1
17622,feature 227,2
17622,feature 312,4
17622,feature 232,4
17622,feature 307,1
17622,feature 227,2
16773,feature 232,1
16773,feature 312,1
16773,feature 307,1
16773,feature 227,1
16773,feature 232,1
16773,feature 312,1
16773,feature 307,1
16773,feature 227,1
16773,feature 232,1
16773,feature 312,1
16773,feature 307,1
16773,feature 227,1
16773,feature 232,1
16773,feature 312,1
16773,feature 307,1
16773,feature 227,1
16983,feature 232,1
16983,feature 307,1
16983,feature 312,1
16983,feature 227,1
16983,feature 313,1
16983,feature 232,1
16983,feature 307,1
16983,feature 312,1
16983,feature 227,1
16983,feature 313,1
16983,feature 232,1
16983,feature 307,1
16983,feature 312,1
16983,feature 227,1
16983,feature 313,1
16983,feature 232,1
16983,feature 307,1
16983,feature 312,1
16983,feature 227,1
16983,feature 313,1
16983,feature 232,1
16983,feature 307,1
16983,feature 312,1
16983,feature 227,1
16983,feature 313,1
16861,feature 312,1
17398,feature 227,2
17398,feature 312,2
17398,feature 232,2
17398,feature 307,2
17398,feature 227,2
17398,feature 312,2
17398,feature 232,2
17398,feature 307,2
17398,feature 227,2
17398,feature 312,2
17398,feature 232,2
17398,feature 307,2
17398,feature 227,2
17398,feature 312,2
17398,feature 232,2
17398,feature 307,2
18396,feature 316,1
18396,feature 314,1
18396,feature 236,1
18396,feature 307,1
18396,feature 234,1
18396,feature 312,1
18396,feature 316,1
18396,feature 314,1
18396,feature 236,1
18396,feature 307,1
18396,feature 234,1
18396,feature 312,1
18396,feature 316,1
18396,feature 314,1
18396,feature 236,1
18396,feature 307,1
18396,feature 234,1
18396,feature 312,1
18396,feature 316,1
18396,feature 314,1
18396,feature 236,1
18396,feature 307,1
18396,feature 234,1
18396,feature 312,1
18396,feature 316,1
18396,feature 314,1
18396,feature 236,1
18396,feature 307,1
18396,feature 234,1
18396,feature 312,1
18396,feature 316,1
18396,feature 314,1
18396,feature 236,1
18396,feature 307,1
18396,feature 234,1
18396,feature 312,1
17851,feature 95,2
17851,feature 312,3
17851,feature 307,2
17851,feature 232,1
17851,feature 95,2
17851,feature 312,3
17851,feature 307,2
17851,feature 232,1
17851,feature 95,2
17851,feature 312,3
17851,feature 307,2
17851,feature 232,1
17851,feature 95,2
17851,feature 312,3
17851,feature 307,2
17851,feature 232,1
17462,feature 227,2
17462,feature 312,8
17462,feature 233,2
17462,feature 307,2
17462,feature 313,2
17462,feature 232,4
17462,feature 227,2
17462,feature 312,8
17462,feature 233,2
17462,feature 307,2
17462,feature 313,2
17462,feature 232,4
17462,feature 227,2
17462,feature 312,8
17462,feature 233,2
17462,feature 307,2
17462,feature 313,2
17462,feature 232,4
17462,feature 227,2
17462,feature 312,8
17462,feature 233,2
17462,feature 307,2
17462,feature 313,2
17462,feature 232,4
17462,feature 227,2
17462,feature 312,8
17462,feature 233,2
17462,feature 307,2
17462,feature 313,2
17462,feature 232,4
17462,feature 227,2
17462,feature 312,8
17462,feature 233,2
17462,feature 307,2
17462,feature 313,2
17462,feature 232,4
17292,feature 309,71
17292,feature 232,63
17292,feature 312,61
17292,feature 229,63
17292,feature 314,80
17292,feature 234,79
17292,feature 309,71
17292,feature 232,63
17292,feature 312,61
17292,feature 229,63
17292,feature 314,80
17292,feature 234,79
17292,feature 309,71
17292,feature 232,63
17292,feature 312,61
17292,feature 229,63
17292,feature 314,80
17292,feature 234,79
17292,feature 309,71
17292,feature 232,63
17292,feature 312,61
17292,feature 229,63
17292,feature 314,80
17292,feature 234,79
17292,feature 309,71
17292,feature 232,63
17292,feature 312,61
17292,feature 229,63
17292,feature 314,80
17292,feature 234,79
17292,feature 309,71
17292,feature 232,63
17292,feature 312,61
17292,feature 229,63
17292,feature 314,80
17292,feature 234,79
16688,feature 314,60
16688,feature 229,41
16688,feature 234,57
16688,feature 232,50
16688,feature 312,48
16688,feature 309,40
16688,feature 314,60
16688,feature 229,41
16688,feature 234,57
16688,feature 232,50
16688,feature 312,48
16688,feature 309,40
16688,feature 314,60
16688,feature 229,41
16688,feature 234,57
16688,feature 232,50
16688,feature 312,48
16688,feature 309,40
16688,feature 314,60
16688,feature 229,41
16688,feature 234,57
16688,feature 232,50
16688,feature 312,48
16688,feature 309,40
16688,feature 314,60
16688,feature 229,41
16688,feature 234,57
16688,feature 232,50
16688,feature 312,48
16688,feature 309,40
16688,feature 314,60
16688,feature 229,41
16688,feature 234,57
16688,feature 232,50
16688,feature 312,48
16688,feature 309,40
18121,feature 229,2
18121,feature 234,1
18121,feature 314,1
18121,feature 309,2
18121,feature 312,1
18121,feature 232,2
18121,feature 229,2
18121,feature 234,1
18121,feature 314,1
18121,feature 309,2
18121,feature 312,1
18121,feature 232,2
18121,feature 229,2
18121,feature 234,1
18121,feature 314,1
18121,feature 309,2
18121,feature 312,1
18121,feature 232,2
18121,feature 229,2
18121,feature 234,1
18121,feature 314,1
18121,feature 309,2
18121,feature 312,1
18121,feature 232,2
18121,feature 229,2
18121,feature 234,1
18121,feature 314,1
18121,feature 309,2
18121,feature 312,1
18121,feature 232,2
18121,feature 229,2
18121,feature 234,1
18121,feature 314,1
18121,feature 309,2
18121,feature 312,1
18121,feature 232,2
18145,feature 314,83
18145,feature 229,84
18145,feature 234,85
18145,feature 309,88
18145,feature 232,52
18145,feature 312,52
18145,feature 314,83
18145,feature 229,84
18145,feature 234,85
18145,feature 309,88
18145,feature 232,52
18145,feature 312,52
18145,feature 314,83
18145,feature 229,84
18145,feature 234,85
18145,feature 309,88
18145,feature 232,52
18145,feature 312,52
18145,feature 314,83
18145,feature 229,84
18145,feature 234,85
18145,feature 309,88
18145,feature 232,52
18145,feature 312,52
18145,feature 314,83
18145,feature 229,84
18145,feature 234,85
18145,feature 309,88
18145,feature 232,52
18145,feature 312,52
18145,feature 314,83
18145,feature 229,84
18145,feature 234,85
18145,feature 309,88
18145,feature 232,52
18145,feature 312,52
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17574,feature 221,1
17574,feature 134,2
17574,feature 234,46
17574,feature 309,49
17574,feature 312,37
17574,feature 301,2
17574,feature 219,1
17574,feature 314,72
17574,feature 232,36
17574,feature 229,27
17618,feature 234,45
17618,feature 232,31
17618,feature 309,47
17618,feature 314,72
17618,feature 229,23
17618,feature 312,42
17618,feature 234,45
17618,feature 232,31
17618,feature 309,47
17618,feature 314,72
17618,feature 229,23
17618,feature 312,42
17618,feature 234,45
17618,feature 232,31
17618,feature 309,47
17618,feature 314,72
17618,feature 229,23
17618,feature 312,42
17618,feature 234,45
17618,feature 232,31
17618,feature 309,47
17618,feature 314,72
17618,feature 229,23
17618,feature 312,42
17618,feature 234,45
17618,feature 232,31
17618,feature 309,47
17618,feature 314,72
17618,feature 229,23
17618,feature 312,42
17618,feature 234,45
17618,feature 232,31
17618,feature 309,47
17618,feature 314,72
17618,feature 229,23
17618,feature 312,42
18418,feature 309,35
18418,feature 312,30
18418,feature 232,27
18418,feature 314,45
18418,feature 234,36
18418,feature 229,23
18418,feature 309,35
18418,feature 312,30
18418,feature 232,27
18418,feature 314,45
18418,feature 234,36
18418,feature 229,23
18418,feature 309,35
18418,feature 312,30
18418,feature 232,27
18418,feature 314,45
18418,feature 234,36
18418,feature 229,23
18418,feature 309,35
18418,feature 312,30
18418,feature 232,27
18418,feature 314,45
18418,feature 234,36
18418,feature 229,23
18418,feature 309,35
18418,feature 312,30
18418,feature 232,27
18418,feature 314,45
18418,feature 234,36
18418,feature 229,23
18418,feature 309,35
18418,feature 312,30
18418,feature 232,27
18418,feature 314,45
18418,feature 234,36
18418,feature 229,23
17469,feature 309,60
17469,feature 314,69
17469,feature 232,6
17469,feature 229,44
17469,feature 234,52
17469,feature 312,9
17469,feature 309,60
17469,feature 314,69
17469,feature 232,6
17469,feature 229,44
17469,feature 234,52
17469,feature 312,9
17469,feature 309,60
17469,feature 314,69
17469,feature 232,6
17469,feature 229,44
17469,feature 234,52
17469,feature 312,9
17469,feature 309,60
17469,feature 314,69
17469,feature 232,6
17469,feature 229,44
17469,feature 234,52
17469,feature 312,9
17469,feature 309,60
17469,feature 314,69
17469,feature 232,6
17469,feature 229,44
17469,feature 234,52
17469,feature 312,9
17469,feature 309,60
17469,feature 314,69
17469,feature 232,6
17469,feature 229,44
17469,feature 234,52
17469,feature 312,9
17083,feature 234,39
17083,feature 314,57
17083,feature 229,30
17083,feature 309,60
17083,feature 234,39
17083,feature 314,57
17083,feature 229,30
17083,feature 309,60
17083,feature 234,39
17083,feature 314,57
17083,feature 229,30
17083,feature 309,60
17083,feature 234,39
17083,feature 314,57
17083,feature 229,30
17083,feature 309,60
16827,feature 232,4
16827,feature 312,5
16827,feature 232,4
16827,feature 312,5
17789,feature 312,3
17223,feature 232,36
17223,feature 312,34
17223,feature 232,36
17223,feature 312,34
17271,feature 312,9
17271,feature 232,10
17271,feature 312,9
17271,feature 232,10
16871,feature 232,11
16871,feature 312,11
16871,feature 232,11
16871,feature 312,11
17570,feature 232,21
17570,feature 312,20
17570,feature 232,21
17570,feature 312,20
16730,feature 232,11
16730,feature 312,14
16730,feature 232,11
16730,feature 312,14
17076,feature 312,17
17076,feature 232,22
17076,feature 312,17
17076,feature 232,22
16936,feature 312,1
16936,feature 307,1
16936,feature 232,2
16936,feature 312,1
16936,feature 307,1
16936,feature 232,2
16936,feature 312,1
16936,feature 307,1
16936,feature 232,2
18514,feature 312,1
18514,feature 232,1
18514,feature 312,1
18514,feature 232,1
17518,feature 232,11
17518,feature 312,10
17518,feature 232,11
17518,feature 312,10
17164,feature 232,1
17164,feature 312,2
17164,feature 232,1
17164,feature 312,2
18259,feature 232,1
18259,feature 312,1
18259,feature 227,1
18259,feature 307,1
18259,feature 232,1
18259,feature 312,1
18259,feature 227,1
18259,feature 307,1
18259,feature 232,1
18259,feature 312,1
18259,feature 227,1
18259,feature 307,1
18259,feature 232,1
18259,feature 312,1
18259,feature 227,1
18259,feature 307,1
16749,feature 307,2
16749,feature 227,1
16749,feature 312,1
16749,feature 313,1
16749,feature 232,1
16749,feature 307,2
16749,feature 227,1
16749,feature 312,1
16749,feature 313,1
16749,feature 232,1
16749,feature 307,2
16749,feature 227,1
16749,feature 312,1
16749,feature 313,1
16749,feature 232,1
16749,feature 307,2
16749,feature 227,1
16749,feature 312,1
16749,feature 313,1
16749,feature 232,1
16749,feature 307,2
16749,feature 227,1
16749,feature 312,1
16749,feature 313,1
16749,feature 232,1
17281,feature 312,1
16833,feature 219,1
18512,feature 232,1
18512,feature 312,1
18512,feature 232,1
18512,feature 312,1
17367,feature 232,2
17367,feature 227,2
17367,feature 307,2
17367,feature 312,2
17367,feature 232,2
17367,feature 227,2
17367,feature 307,2
17367,feature 312,2
17367,feature 232,2
17367,feature 227,2
17367,feature 307,2
17367,feature 312,2
17367,feature 232,2
17367,feature 227,2
17367,feature 307,2
17367,feature 312,2
18468,feature 134,1
18468,feature 221,1
18468,feature 301,1
18468,feature 219,1
18468,feature 134,1
18468,feature 221,1
18468,feature 301,1
18468,feature 219,1
18468,feature 134,1
18468,feature 221,1
18468,feature 301,1
18468,feature 219,1
18468,feature 134,1
18468,feature 221,1
18468,feature 301,1
18468,feature 219,1
17726,feature 301,1
17808,feature 313,7
17808,feature 233,4
17808,feature 313,7
17808,feature 233,4
17147,feature 233,3
17147,feature 313,3
17147,feature 232,2
17147,feature 307,3
17147,feature 312,3
17147,feature 227,1
17147,feature 233,3
17147,feature 313,3
17147,feature 232,2
17147,feature 307,3
17147,feature 312,3
17147,feature 227,1
17147,feature 233,3
17147,feature 313,3
17147,feature 232,2
17147,feature 307,3
17147,feature 312,3
17147,feature 227,1
17147,feature 233,3
17147,feature 313,3
17147,feature 232,2
17147,feature 307,3
17147,feature 312,3
17147,feature 227,1
17147,feature 233,3
17147,feature 313,3
17147,feature 232,2
17147,feature 307,3
17147,feature 312,3
17147,feature 227,1
17147,feature 233,3
17147,feature 313,3
17147,feature 232,2
17147,feature 307,3
17147,feature 312,3
17147,feature 227,1
18235,feature 233,2
18235,feature 313,3
18235,feature 233,2
18235,feature 313,3
17355,feature 315,1
17355,feature 313,2
17355,feature 233,1
17355,feature 315,1
17355,feature 313,2
17355,feature 233,1
17355,feature 315,1
17355,feature 313,2
17355,feature 233,1
17604,feature 315,1
17604,feature 233,1
17604,feature 313,2
17604,feature 235,1
17604,feature 315,1
17604,feature 233,1
17604,feature 313,2
17604,feature 235,1
17604,feature 315,1
17604,feature 233,1
17604,feature 313,2
17604,feature 235,1
17604,feature 315,1
17604,feature 233,1
17604,feature 313,2
17604,feature 235,1
17186,feature 233,1
17186,feature 313,1
17186,feature 233,1
17186,feature 313,1
16955,feature 233,3
16955,feature 313,4
16955,feature 232,2
16955,feature 312,3
16955,feature 235,3
16955,feature 315,4
16955,feature 233,3
16955,feature 313,4
16955,feature 232,2
16955,feature 312,3
16955,feature 235,3
16955,feature 315,4
16955,feature 233,3
16955,feature 313,4
16955,feature 232,2
16955,feature 312,3
16955,feature 235,3
16955,feature 315,4
16955,feature 233,3
16955,feature 313,4
16955,feature 232,2
16955,feature 312,3
16955,feature 235,3
16955,feature 315,4
16955,feature 233,3
16955,feature 313,4
16955,feature 232,2
16955,feature 312,3
16955,feature 235,3
16955,feature 315,4
16955,feature 233,3
16955,feature 313,4
16955,feature 232,2
16955,feature 312,3
16955,feature 235,3
16955,feature 315,4
17503,feature 232,1
17503,feature 312,1
17503,feature 232,1
17503,feature 312,1
18212,feature 312,49
18212,feature 232,60
18212,feature 312,49
18212,feature 232,60
16830,feature 312,2
16830,feature 307,2
16830,feature 232,1
16830,feature 313,1
16830,feature 227,1
16830,feature 229,1
16830,feature 309,2
16830,feature 312,2
16830,feature 307,2
16830,feature 232,1
16830,feature 313,1
16830,feature 227,1
16830,feature 229,1
16830,feature 309,2
16830,feature 312,2
16830,feature 307,2
16830,feature 232,1
16830,feature 313,1
16830,feature 227,1
16830,feature 229,1
16830,feature 309,2
16830,feature 312,2
16830,feature 307,2
16830,feature 232,1
16830,feature 313,1
16830,feature 227,1
16830,feature 229,1
16830,feature 309,2
16830,feature 312,2
16830,feature 307,2
16830,feature 232,1
16830,feature 313,1
16830,feature 227,1
16830,feature 229,1
16830,feature 309,2
16830,feature 312,2
16830,feature 307,2
16830,feature 232,1
16830,feature 313,1
16830,feature 227,1
16830,feature 229,1
16830,feature 309,2
16830,feature 312,2
16830,feature 307,2
16830,feature 232,1
16830,feature 313,1
16830,feature 227,1
16830,feature 229,1
16830,feature 309,2
17496,feature 134,1
17496,feature 221,1
17496,feature 219,1
17496,feature 301,1
17496,feature 134,1
17496,feature 221,1
17496,feature 219,1
17496,feature 301,1
17496,feature 134,1
17496,feature 221,1
17496,feature 219,1
17496,feature 301,1
17496,feature 134,1
17496,feature 221,1
17496,feature 219,1
17496,feature 301,1
17766,feature 160,1
17766,feature 44,2
17766,feature 227,1
17766,feature 211,1
17766,feature 160,1
17766,feature 44,2
17766,feature 227,1
17766,feature 211,1
17766,feature 160,1
17766,feature 44,2
17766,feature 227,1
17766,feature 211,1
17766,feature 160,1
17766,feature 44,2
17766,feature 227,1
17766,feature 211,1
18286,feature 171,23
18286,feature 167,1
18286,feature 171,23
18286,feature 167,1
16862,feature 312,2
17224,feature 312,1
17224,feature 313,1
17224,feature 312,1
17224,feature 313,1
18264,feature 232,1
18264,feature 312,1
18264,feature 232,1
18264,feature 312,1
16684,feature 135,1
16684,feature 220,1
16684,feature 301,1
16684,feature 135,1
16684,feature 220,1
16684,feature 301,1
16684,feature 135,1
16684,feature 220,1
16684,feature 301,1
16708,feature 312,3
16708,feature 232,1
16708,feature 312,3
16708,feature 232,1
17303,feature 312,1
18241,feature 312,2
17791,feature 219,2
17791,feature 134,2
17791,feature 280,1
17791,feature 219,2
17791,feature 134,2
17791,feature 280,1
17791,feature 219,2
17791,feature 134,2
17791,feature 280,1
16767,feature 219,1
16767,feature 134,1
16767,feature 219,1
16767,feature 134,1
16658,feature 312,2
16658,feature 307,3
16658,feature 233,1
16658,feature 227,1
16658,feature 313,1
16658,feature 232,1
16658,feature 312,2
16658,feature 307,3
16658,feature 233,1
16658,feature 227,1
16658,feature 313,1
16658,feature 232,1
16658,feature 312,2
16658,feature 307,3
16658,feature 233,1
16658,feature 227,1
16658,feature 313,1
16658,feature 232,1
16658,feature 312,2
16658,feature 307,3
16658,feature 233,1
16658,feature 227,1
16658,feature 313,1
16658,feature 232,1
16658,feature 312,2
16658,feature 307,3
16658,feature 233,1
16658,feature 227,1
16658,feature 313,1
16658,feature 232,1
16658,feature 312,2
16658,feature 307,3
16658,feature 233,1
16658,feature 227,1
16658,feature 313,1
16658,feature 232,1
16849,feature 221,1
16849,feature 301,1
16849,feature 134,1
16849,feature 221,1
16849,feature 301,1
16849,feature 134,1
16849,feature 221,1
16849,feature 301,1
16849,feature 134,1
18329,feature 301,1
18329,feature 307,1
18329,feature 312,1
18329,feature 301,1
18329,feature 307,1
18329,feature 312,1
18329,feature 301,1
18329,feature 307,1
18329,feature 312,1
17428,feature 312,4
17428,feature 232,4
17428,feature 312,4
17428,feature 232,4
16920,feature 312,2
16920,feature 232,1
16920,feature 312,2
16920,feature 232,1
17030,feature 312,1
17030,feature 219,1
17030,feature 313,1
17030,feature 134,1
17030,feature 232,1
17030,feature 233,1
17030,feature 312,1
17030,feature 219,1
17030,feature 313,1
17030,feature 134,1
17030,feature 232,1
17030,feature 233,1
17030,feature 312,1
17030,feature 219,1
17030,feature 313,1
17030,feature 134,1
17030,feature 232,1
17030,feature 233,1
17030,feature 312,1
17030,feature 219,1
17030,feature 313,1
17030,feature 134,1
17030,feature 232,1
17030,feature 233,1
17030,feature 312,1
17030,feature 219,1
17030,feature 313,1
17030,feature 134,1
17030,feature 232,1
17030,feature 233,1
17030,feature 312,1
17030,feature 219,1
17030,feature 313,1
17030,feature 134,1
17030,feature 232,1
17030,feature 233,1
17613,feature 232,1
17613,feature 307,1
17613,feature 181,1
17613,feature 227,1
17613,feature 312,1
17613,feature 232,1
17613,feature 307,1
17613,feature 181,1
17613,feature 227,1
17613,feature 312,1
17613,feature 232,1
17613,feature 307,1
17613,feature 181,1
17613,feature 227,1
17613,feature 312,1
17613,feature 232,1
17613,feature 307,1
17613,feature 181,1
17613,feature 227,1
17613,feature 312,1
17613,feature 232,1
17613,feature 307,1
17613,feature 181,1
17613,feature 227,1
17613,feature 312,1
18171,feature 312,2
18171,feature 232,1
18171,feature 312,2
18171,feature 232,1
17387,feature 312,1
17387,feature 307,1
17387,feature 312,1
17387,feature 307,1
18240,feature 228,3
18240,feature 308,3
18240,feature 230,3
18240,feature 310,3
18240,feature 228,3
18240,feature 308,3
18240,feature 230,3
18240,feature 310,3
18240,feature 228,3
18240,feature 308,3
18240,feature 230,3
18240,feature 310,3
18240,feature 228,3
18240,feature 308,3
18240,feature 230,3
18240,feature 310,3
17391,feature 229,1
17391,feature 228,1
17391,feature 232,1
17391,feature 309,1
17391,feature 308,1
17391,feature 307,1
