id,event_type
18188,event_type 34
18188,event_type 35
17286,event_type 34
17286,event_type 35
17286,event_type 34
17286,event_type 35
18552,event_type 34
18552,event_type 35
18552,event_type 34
18552,event_type 35
18342,event_type 34
18342,event_type 35
18342,event_type 34
18342,event_type 35
18023,event_type 34
18023,event_type 35
18023,event_type 34
18023,event_type 35
17350,event_type 35
17350,event_type 34
17350,event_type 35
17350,event_type 34
17466,event_type 34
17466,event_type 35
17466,event_type 34
17466,event_type 35
18066,event_type 34
18066,event_type 35
18066,event_type 34
18066,event_type 35
17900,event_type 34
17900,event_type 35
17900,event_type 34
17900,event_type 35
17667,event_type 35
17667,event_type 34
17667,event_type 35
17667,event_type 34
16933,event_type 34
16933,event_type 35
16933,event_type 34
16933,event_type 35
17189,event_type 35
17189,event_type 34
17189,event_type 35
17189,event_type 34
17412,event_type 35
17412,event_type 34
17412,event_type 35
17412,event_type 34
17140,event_type 34
17140,event_type 35
17140,event_type 34
17140,event_type 35
18282,event_type 35
18282,event_type 34
18282,event_type 35
18282,event_type 34
16793,event_type 34
16793,event_type 35
16793,event_type 34
16793,event_type 35
17584,event_type 34
17584,event_type 35
17584,event_type 34
17584,event_type 35
18339,event_type 34
18339,event_type 35
18339,event_type 34
18339,event_type 35
17827,event_type 34
17827,event_type 35
17827,event_type 34
17827,event_type 35
18218,event_type 34
18218,event_type 35
18218,event_type 34
18218,event_type 35
16776,event_type 34
16776,event_type 35
16776,event_type 34
16776,event_type 35
16971,event_type 35
16971,event_type 34
16971,event_type 11
16971,event_type 35
16971,event_type 34
16971,event_type 11
16971,event_type 35
16971,event_type 34
16971,event_type 11
18529,event_type 34
18529,event_type 35
18529,event_type 34
18529,event_type 35
16947,event_type 35
16947,event_type 34
16947,event_type 35
16947,event_type 34
17630,event_type 34
17630,event_type 35
17630,event_type 34
17630,event_type 35
17335,event_type 35
17335,event_type 34
17335,event_type 35
17335,event_type 34
17529,event_type 34
17529,event_type 35
17529,event_type 34
17529,event_type 35
18201,event_type 35
18201,event_type 34
18201,event_type 35
18201,event_type 34
18154,event_type 34
18154,event_type 35
18154,event_type 34
18154,event_type 35
16737,event_type 35
16737,event_type 34
16737,event_type 35
16737,event_type 34
18293,event_type 35
18293,event_type 34
18293,event_type 35
18293,event_type 34
17295,event_type 35
17295,event_type 34
17295,event_type 35
17295,event_type 34
17494,event_type 34
17494,event_type 35
17494,event_type 34
17494,event_type 35
17272,event_type 34
17272,event_type 35
17272,event_type 34
17272,event_type 35
16790,event_type 35
16790,event_type 34
16790,event_type 35
16790,event_type 34
17006,event_type 35
17006,event_type 34
17006,event_type 35
17006,event_type 34
17368,event_type 35
17368,event_type 34
17368,event_type 35
17368,event_type 34
17098,event_type 35
17098,event_type 34
17098,event_type 35
17098,event_type 34
16727,event_type 34
16727,event_type 35
16727,event_type 34
16727,event_type 35
17468,event_type 34
17468,event_type 35
17468,event_type 34
17468,event_type 35
17980,event_type 35
17980,event_type 34
17980,event_type 35
17980,event_type 34
16886,event_type 35
16886,event_type 34
16886,event_type 35
16886,event_type 34
18292,event_type 34
18292,event_type 35
18292,event_type 34
18292,event_type 35
17728,event_type 34
17728,event_type 35
17728,event_type 34
17728,event_type 35
17093,event_type 35
17093,event_type 34
17093,event_type 35
17093,event_type 34
16858,event_type 35
16997,event_type 34
16997,event_type 35
16997,event_type 34
16997,event_type 35
17782,event_type 35
17782,event_type 34
17782,event_type 35
17782,event_type 34
17253,event_type 35
17253,event_type 34
17253,event_type 35
17253,event_type 34
18531,event_type 34
18531,event_type 35
18531,event_type 34
18531,event_type 35
16784,event_type 34
16784,event_type 35
16784,event_type 34
16784,event_type 35
18128,event_type 34
18128,event_type 35
18128,event_type 34
18128,event_type 35
18062,event_type 34
18062,event_type 35
18062,event_type 34
18062,event_type 35
17500,event_type 35
17500,event_type 34
17500,event_type 35
17500,event_type 34
18401,event_type 34
18401,event_type 35
18401,event_type 34
18401,event_type 35
17556,event_type 34
17556,event_type 35
17556,event_type 34
17556,event_type 35
17885,event_type 35
17885,event_type 34
17885,event_type 35
17885,event_type 34
16962,event_type 34
16962,event_type 35
16962,event_type 34
16962,event_type 35
18052,event_type 34
18052,event_type 35
18052,event_type 34
18052,event_type 35
18246,event_type 34
18246,event_type 35
18246,event_type 34
18246,event_type 35
17499,event_type 35
17499,event_type 34
17499,event_type 35
17499,event_type 34
16964,event_type 35
16964,event_type 34
16964,event_type 35
16964,event_type 34
18094,event_type 35
18094,event_type 34
18094,event_type 35
18094,event_type 34
16883,event_type 34
16883,event_type 35
16883,event_type 34
16883,event_type 35
18165,event_type 34
18165,event_type 35
18165,event_type 34
18165,event_type 35
18340,event_type 35
18340,event_type 34
18340,event_type 35
18340,event_type 34
18042,event_type 34
18042,event_type 35
18042,event_type 34
18042,event_type 35
17007,event_type 35
17007,event_type 34
17007,event_type 35
17007,event_type 34
17018,event_type 34
17018,event_type 35
17018,event_type 34
17018,event_type 35
17333,event_type 35
17333,event_type 34
17333,event_type 35
17333,event_type 34
17725,event_type 35
17725,event_type 34
17725,event_type 35
17725,event_type 34
17347,event_type 34
17347,event_type 35
17347,event_type 34
17347,event_type 35
17162,event_type 35
17162,event_type 34
17162,event_type 35
17162,event_type 34
16839,event_type 34
16839,event_type 35
16839,event_type 34
16839,event_type 35
18041,event_type 34
18041,event_type 35
18041,event_type 34
18041,event_type 35
18169,event_type 34
18169,event_type 35
18169,event_type 34
18169,event_type 35
18059,event_type 34
18059,event_type 35
18059,event_type 34
18059,event_type 35
16996,event_type 34
16996,event_type 35
16996,event_type 34
16996,event_type 35
16898,event_type 34
16898,event_type 35
16898,event_type 34
16898,event_type 35
17349,event_type 34
17349,event_type 35
17349,event_type 34
17349,event_type 35
17392,event_type 34
17392,event_type 35
17392,event_type 34
17392,event_type 35
18381,event_type 34
18381,event_type 35
18381,event_type 34
18381,event_type 35
18183,event_type 11
17373,event_type 34
17373,event_type 35
17373,event_type 34
17373,event_type 35
16674,event_type 34
16674,event_type 35
16674,event_type 34
16674,event_type 35
18014,event_type 35
18014,event_type 34
18014,event_type 35
18014,event_type 34
16970,event_type 35
16970,event_type 34
16970,event_type 35
16970,event_type 34
18547,event_type 34
18547,event_type 35
18547,event_type 34
18547,event_type 35
17231,event_type 34
17603,event_type 34
17603,event_type 35
17603,event_type 34
17603,event_type 35
17978,event_type 34
17978,event_type 35
17978,event_type 34
17978,event_type 35
18371,event_type 35
18371,event_type 34
18371,event_type 35
18371,event_type 34
17040,event_type 34
17040,event_type 35
17040,event_type 34
17040,event_type 35
17121,event_type 35
17121,event_type 34
17121,event_type 35
17121,event_type 34
17594,event_type 34
17594,event_type 35
17594,event_type 34
17594,event_type 35
17877,event_type 34
17877,event_type 35
17877,event_type 34
17877,event_type 35
17634,event_type 35
17634,event_type 34
17634,event_type 35
17634,event_type 34
16701,event_type 35
16701,event_type 34
16701,event_type 35
16701,event_type 34
17675,event_type 35
17675,event_type 34
17675,event_type 35
17675,event_type 34
18185,event_type 34
18185,event_type 35
18185,event_type 34
18185,event_type 35
18266,event_type 34
18266,event_type 35
18266,event_type 34
18266,event_type 35
16769,event_type 34
16769,event_type 35
16769,event_type 34
16769,event_type 35
17522,event_type 34
17522,event_type 35
17522,event_type 34
17522,event_type 35
16973,event_type 34
16973,event_type 35
16973,event_type 34
16973,event_type 35
17168,event_type 34
17168,event_type 35
17168,event_type 34
17168,event_type 35
17123,event_type 34
17123,event_type 35
17123,event_type 34
17123,event_type 35
16875,event_type 34
16875,event_type 35
16875,event_type 34
16875,event_type 35
17492,event_type 27
17492,event_type 30
17492,event_type 10
17492,event_type 27
17492,event_type 30
17492,event_type 10
17492,event_type 27
17492,event_type 30
17492,event_type 10
16855,event_type 27
16855,event_type 11
16855,event_type 27
16855,event_type 11
18366,event_type 39
18366,event_type 10
18366,event_type 11
18366,event_type 39
18366,event_type 10
18366,event_type 11
18366,event_type 39
18366,event_type 10
18366,event_type 11
18089,event_type 10
17105,event_type 10
18206,event_type 10
18084,event_type 11
18084,event_type 54
18084,event_type 11
18084,event_type 54
17810,event_type 11
17846,event_type 20
16985,event_type 6
16985,event_type 7
16985,event_type 20
16985,event_type 21
16985,event_type 6
16985,event_type 7
16985,event_type 20
16985,event_type 21
16985,event_type 6
16985,event_type 7
16985,event_type 20
16985,event_type 21
16985,event_type 6
16985,event_type 7
16985,event_type 20
16985,event_type 21
17794,event_type 11
17794,event_type 54
17794,event_type 11
17794,event_type 54
17796,event_type 54
16723,event_type 11
18009,event_type 11
17610,event_type 11
17915,event_type 11
17768,event_type 11
16664,event_type 11
18065,event_type 11
18445,event_type 20
17324,event_type 15
17560,event_type 15
18261,event_type 11
17374,event_type 20
18302,event_type 15
17144,event_type 15
17144,event_type 20
17144,event_type 15
17144,event_type 20
17562,event_type 15
18393,event_type 15
17708,event_type 15
17806,event_type 15
18502,event_type 15
17289,event_type 11
18269,event_type 11
18495,event_type 11
17804,event_type 11
16859,event_type 11
16981,event_type 20
16935,event_type 11
18024,event_type 15
16792,event_type 15
16792,event_type 11
16792,event_type 15
16792,event_type 11
17802,event_type 11
17802,event_type 15
17802,event_type 11
17802,event_type 15
17481,event_type 54
17481,event_type 15
17481,event_type 54
17481,event_type 15
17792,event_type 11
17792,event_type 15
17792,event_type 54
17792,event_type 11
17792,event_type 15
17792,event_type 54
17792,event_type 11
17792,event_type 15
17792,event_type 54
17420,event_type 11
17420,event_type 54
17420,event_type 15
17420,event_type 11
17420,event_type 54
17420,event_type 15
17420,event_type 11
17420,event_type 54
17420,event_type 15
17746,event_type 15
17746,event_type 54
17746,event_type 15
17746,event_type 54
18078,event_type 54
18078,event_type 15
18078,event_type 54
18078,event_type 15
17621,event_type 15
17621,event_type 54
17621,event_type 15
17621,event_type 54
17406,event_type 11
17406,event_type 54
17406,event_type 15
17406,event_type 11
17406,event_type 54
17406,event_type 15
17406,event_type 11
17406,event_type 54
17406,event_type 15
17859,event_type 20
17723,event_type 11
17723,event_type 20
17723,event_type 11
17723,event_type 20
16945,event_type 11
16828,event_type 11
17045,event_type 11
17589,event_type 11
16848,event_type 11
18190,event_type 11
18522,event_type 11
17787,event_type 20
17712,event_type 9
16665,event_type 20
16968,event_type 11
17296,event_type 20
18166,event_type 20
17957,event_type 46
17957,event_type 50
17957,event_type 47
17957,event_type 46
17957,event_type 50
17957,event_type 47
17957,event_type 46
17957,event_type 50
17957,event_type 47
16750,event_type 44
16750,event_type 42
16750,event_type 44
16750,event_type 42
17129,event_type 42
17129,event_type 44
17129,event_type 42
17129,event_type 44
18067,event_type 44
18067,event_type 42
18067,event_type 44
18067,event_type 42
16835,event_type 42
16835,event_type 44
16835,event_type 42
16835,event_type 44
17128,event_type 44
17128,event_type 45
17128,event_type 42
17128,event_type 44
17128,event_type 45
17128,event_type 42
17128,event_type 44
17128,event_type 45
17128,event_type 42
18018,event_type 44
18018,event_type 42
18018,event_type 44
18018,event_type 42
17732,event_type 44
17732,event_type 42
17732,event_type 44
17732,event_type 42
18454,event_type 44
18454,event_type 42
18454,event_type 44
18454,event_type 42
17247,event_type 42
17247,event_type 44
17247,event_type 42
17247,event_type 44
18345,event_type 44
18345,event_type 42
18345,event_type 44
18345,event_type 42
18007,event_type 44
18007,event_type 42
18007,event_type 44
18007,event_type 42
17104,event_type 44
17104,event_type 42
17104,event_type 44
17104,event_type 42
18470,event_type 20
18470,event_type 46
18470,event_type 42
18470,event_type 47
18470,event_type 45
18470,event_type 44
18470,event_type 20
18470,event_type 46
18470,event_type 42
18470,event_type 47
18470,event_type 45
18470,event_type 44
18470,event_type 20
18470,event_type 46
18470,event_type 42
18470,event_type 47
18470,event_type 45
18470,event_type 44
18470,event_type 20
18470,event_type 46
18470,event_type 42
18470,event_type 47
18470,event_type 45
18470,event_type 44
18470,event_type 20
18470,event_type 46
18470,event_type 42
18470,event_type 47
18470,event_type 45
18470,event_type 44
18470,event_type 20
18470,event_type 46
18470,event_type 42
18470,event_type 47
18470,event_type 45
18470,event_type 44
16685,event_type 47
16685,event_type 46
16685,event_type 47
16685,event_type 46
16810,event_type 11
17316,event_type 13
17316,event_type 11
17316,event_type 13
17316,event_type 11
18427,event_type 11
18427,event_type 23
18427,event_type 22
18427,event_type 11
18427,event_type 23
18427,event_type 22
18427,event_type 11
18427,event_type 23
18427,event_type 22
17445,event_type 23
17445,event_type 11
17445,event_type 22
17445,event_type 23
17445,event_type 11
17445,event_type 22
17445,event_type 23
17445,event_type 11
17445,event_type 22
16919,event_type 14
16919,event_type 13
16919,event_type 11
16919,event_type 14
16919,event_type 13
16919,event_type 11
16919,event_type 14
16919,event_type 13
16919,event_type 11
18436,event_type 11
18460,event_type 11
17124,event_type 15
17124,event_type 11
17124,event_type 15
17124,event_type 11
16940,event_type 11
16940,event_type 15
16940,event_type 11
16940,event_type 15
16692,event_type 15
16692,event_type 11
16692,event_type 15
16692,event_type 11
16739,event_type 15
17619,event_type 15
17619,event_type 11
17619,event_type 15
17619,event_type 11
18424,event_type 15
16802,event_type 15
17969,event_type 15
17740,event_type 11
17740,event_type 15
17740,event_type 11
17740,event_type 15
18251,event_type 11
18251,event_type 15
18251,event_type 11
18251,event_type 15
18359,event_type 15
17729,event_type 11
17729,event_type 17
17729,event_type 11
17729,event_type 17
17649,event_type 11
18362,event_type 22
18362,event_type 23
18362,event_type 11
18362,event_type 22
18362,event_type 23
18362,event_type 11
18362,event_type 22
18362,event_type 23
18362,event_type 11
17563,event_type 11
17655,event_type 11
18438,event_type 11
18438,event_type 23
18438,event_type 11
18438,event_type 23
17541,event_type 11
17541,event_type 23
17541,event_type 11
17541,event_type 23
18446,event_type 20
17575,event_type 11
17926,event_type 11
17354,event_type 21
18327,event_type 11
17455,event_type 21
17092,event_type 11
17912,event_type 11
16826,event_type 11
16803,event_type 11
17820,event_type 20
17486,event_type 15
17868,event_type 15
17700,event_type 11
17700,event_type 15
17700,event_type 11
17700,event_type 15
18350,event_type 15
17432,event_type 15
17432,event_type 11
17432,event_type 15
17432,event_type 11
18096,event_type 15
18096,event_type 11
18096,event_type 15
18096,event_type 11
18497,event_type 15
18211,event_type 15
18383,event_type 20
18321,event_type 20
17435,event_type 11
16957,event_type 23
16957,event_type 11
16957,event_type 23
16957,event_type 11
18202,event_type 23
18202,event_type 11
18202,event_type 23
18202,event_type 11
17786,event_type 23
17786,event_type 11
17786,event_type 23
17786,event_type 11
17845,event_type 11
17845,event_type 22
17845,event_type 11
17845,event_type 22
16872,event_type 23
16872,event_type 11
16872,event_type 22
16872,event_type 23
16872,event_type 11
16872,event_type 22
16872,event_type 23
16872,event_type 11
16872,event_type 22
18069,event_type 11
18224,event_type 11
16944,event_type 11
17711,event_type 11
18479,event_type 11
17336,event_type 11
17031,event_type 11
16717,event_type 11
17433,event_type 11
17197,event_type 11
17376,event_type 11
18422,event_type 11
17345,event_type 11
16801,event_type 11
17382,event_type 11
17600,event_type 11
17528,event_type 11
16856,event_type 11
16928,event_type 11
17251,event_type 11
17126,event_type 11
17126,event_type 15
17126,event_type 11
17126,event_type 15
16994,event_type 15
17484,event_type 15
17141,event_type 11
17141,event_type 15
17141,event_type 11
17141,event_type 15
18091,event_type 15
18091,event_type 54
18091,event_type 15
18091,event_type 54
17070,event_type 15
17070,event_type 54
17070,event_type 15
17070,event_type 54
17279,event_type 15
17050,event_type 15
17043,event_type 15
17680,event_type 11
18389,event_type 11
18389,event_type 2
18389,event_type 11
18389,event_type 2
16759,event_type 11
18032,event_type 15
18032,event_type 11
18032,event_type 15
18032,event_type 11
16743,event_type 15
17309,event_type 15
17309,event_type 11
17309,event_type 26
17309,event_type 15
17309,event_type 11
17309,event_type 26
17309,event_type 15
17309,event_type 11
17309,event_type 26
17353,event_type 26
17353,event_type 15
17353,event_type 11
17353,event_type 26
17353,event_type 15
17353,event_type 11
17353,event_type 26
17353,event_type 15
17353,event_type 11
16702,event_type 11
16702,event_type 15
16702,event_type 11
16702,event_type 15
17260,event_type 11
16735,event_type 11
18541,event_type 11
16963,event_type 11
16663,event_type 11
16670,event_type 15
16670,event_type 11
16670,event_type 15
16670,event_type 11
17022,event_type 11
17022,event_type 15
17022,event_type 11
17022,event_type 15
17236,event_type 11
17236,event_type 13
17236,event_type 11
17236,event_type 13
17056,event_type 13
17056,event_type 11
17056,event_type 13
17056,event_type 11
18214,event_type 11
18214,event_type 13
18214,event_type 11
18214,event_type 13
17587,event_type 54
17896,event_type 11
17771,event_type 11
17377,event_type 11
17377,event_type 2
17377,event_type 11
17377,event_type 2
18348,event_type 11
17862,event_type 11
17862,event_type 2
17862,event_type 11
17862,event_type 2
17190,event_type 2
17190,event_type 11
17190,event_type 2
17190,event_type 11
18285,event_type 15
17191,event_type 15
17191,event_type 11
17191,event_type 15
17191,event_type 11
17770,event_type 15
17770,event_type 11
17770,event_type 15
17770,event_type 11
17549,event_type 11
17549,event_type 15
17549,event_type 11
17549,event_type 15
17884,event_type 15
17884,event_type 11
17884,event_type 20
17884,event_type 15
17884,event_type 11
17884,event_type 20
17884,event_type 15
17884,event_type 11
17884,event_type 20
18351,event_type 15
18351,event_type 11
18351,event_type 15
18351,event_type 11
16768,event_type 15
18447,event_type 11
18447,event_type 15
18447,event_type 11
18447,event_type 15
17640,event_type 15
17640,event_type 11
17640,event_type 15
17640,event_type 11
16778,event_type 11
16778,event_type 15
16778,event_type 54
16778,event_type 11
16778,event_type 15
16778,event_type 54
16778,event_type 11
16778,event_type 15
16778,event_type 54
17911,event_type 11
17911,event_type 54
17911,event_type 15
17911,event_type 11
17911,event_type 54
17911,event_type 15
17911,event_type 11
17911,event_type 54
17911,event_type 15
16657,event_type 15
16657,event_type 54
16657,event_type 11
16657,event_type 15
16657,event_type 54
16657,event_type 11
16657,event_type 15
16657,event_type 54
16657,event_type 11
18267,event_type 54
18267,event_type 15
18267,event_type 54
18267,event_type 15
17148,event_type 11
17148,event_type 54
17148,event_type 15
17148,event_type 11
17148,event_type 54
17148,event_type 15
17148,event_type 11
17148,event_type 54
17148,event_type 15
17597,event_type 54
18252,event_type 11
17895,event_type 11
17442,event_type 11
18006,event_type 11
17875,event_type 11
17696,event_type 11
17457,event_type 11
16880,event_type 11
18040,event_type 11
18040,event_type 15
18040,event_type 11
18040,event_type 15
17453,event_type 54
17453,event_type 11
17453,event_type 54
17453,event_type 11
17326,event_type 11
17326,event_type 54
17326,event_type 11
17326,event_type 54
17478,event_type 11
17478,event_type 15
17478,event_type 11
17478,event_type 15
17688,event_type 11
18306,event_type 15
18306,event_type 11
18306,event_type 15
18306,event_type 11
17785,event_type 20
17785,event_type 11
17785,event_type 20
17785,event_type 11
17797,event_type 54
18148,event_type 13
18148,event_type 11
18148,event_type 13
18148,event_type 11
18471,event_type 11
18471,event_type 14
18471,event_type 13
18471,event_type 11
18471,event_type 14
18471,event_type 13
18471,event_type 11
18471,event_type 14
18471,event_type 13
16715,event_type 20
17929,event_type 20
18390,event_type 11
18250,event_type 11
16846,event_type 11
18519,event_type 54
18519,event_type 11
18519,event_type 54
18519,event_type 11
17813,event_type 54
17813,event_type 11
17813,event_type 54
17813,event_type 11
17179,event_type 15
17179,event_type 11
17179,event_type 15
17179,event_type 11
18140,event_type 15
17760,event_type 15
17760,event_type 11
17760,event_type 15
17760,event_type 11
18051,event_type 11
18051,event_type 15
18051,event_type 11
18051,event_type 15
17930,event_type 11
17930,event_type 15
17930,event_type 11
17930,event_type 15
16736,event_type 13
16736,event_type 18
16736,event_type 11
16736,event_type 13
16736,event_type 18
16736,event_type 11
16736,event_type 13
16736,event_type 18
16736,event_type 11
16686,event_type 11
17235,event_type 15
17259,event_type 15
17759,event_type 15
18152,event_type 15
17471,event_type 11
17658,event_type 20
17658,event_type 11
17658,event_type 20
17658,event_type 11
17046,event_type 11
17612,event_type 54
17612,event_type 11
17612,event_type 28
17612,event_type 54
17612,event_type 11
17612,event_type 28
17612,event_type 54
17612,event_type 11
17612,event_type 28
17278,event_type 20
17278,event_type 54
17278,event_type 20
17278,event_type 54
18489,event_type 20
16722,event_type 11
17477,event_type 11
16836,event_type 11
18491,event_type 11
18205,event_type 11
16829,event_type 11
17120,event_type 11
18278,event_type 23
18278,event_type 14
18278,event_type 11
18278,event_type 23
18278,event_type 14
18278,event_type 11
18278,event_type 23
18278,event_type 14
18278,event_type 11
17177,event_type 14
17177,event_type 11
17177,event_type 14
17177,event_type 11
17132,event_type 11
17132,event_type 14
17132,event_type 20
17132,event_type 23
17132,event_type 11
17132,event_type 14
17132,event_type 20
17132,event_type 23
17132,event_type 11
17132,event_type 14
17132,event_type 20
17132,event_type 23
17132,event_type 11
17132,event_type 14
17132,event_type 20
17132,event_type 23
18301,event_type 11
18301,event_type 23
18301,event_type 14
18301,event_type 11
18301,event_type 23
18301,event_type 14
18301,event_type 11
18301,event_type 23
18301,event_type 14
17961,event_type 11
17961,event_type 23
17961,event_type 20
17961,event_type 14
17961,event_type 11
17961,event_type 23
17961,event_type 20
17961,event_type 14
17961,event_type 11
17961,event_type 23
17961,event_type 20
17961,event_type 14
17961,event_type 11
17961,event_type 23
17961,event_type 20
17961,event_type 14
16747,event_type 15
16747,event_type 11
16747,event_type 15
16747,event_type 11
16680,event_type 15
17149,event_type 15
17087,event_type 15
17881,event_type 15
17849,event_type 15
18133,event_type 15
17035,event_type 29
17554,event_type 13
17554,event_type 11
17554,event_type 13
17554,event_type 11
18153,event_type 11
17089,event_type 11
16712,event_type 11
17228,event_type 11
17985,event_type 11
18307,event_type 11
18307,event_type 20
18307,event_type 11
18307,event_type 20
17816,event_type 11
16893,event_type 11
18517,event_type 23
17907,event_type 23
17907,event_type 54
17907,event_type 23
17907,event_type 54
17439,event_type 11
17580,event_type 11
17580,event_type 15
17580,event_type 11
17580,event_type 15
17047,event_type 15
17047,event_type 11
17047,event_type 15
17047,event_type 11
17218,event_type 11
17218,event_type 15
17218,event_type 11
17218,event_type 15
18433,event_type 11
18433,event_type 15
18433,event_type 11
18433,event_type 15
18423,event_type 15
18423,event_type 11
18423,event_type 15
18423,event_type 11
17635,event_type 11
17635,event_type 15
17635,event_type 11
17635,event_type 15
18229,event_type 11
18229,event_type 15
18229,event_type 11
18229,event_type 15
16720,event_type 15
17114,event_type 15
17114,event_type 11
17114,event_type 15
17114,event_type 11
17550,event_type 54
17550,event_type 15
17550,event_type 54
17550,event_type 15
17902,event_type 54
17902,event_type 15
17902,event_type 54
17902,event_type 15
18123,event_type 11
17488,event_type 11
18167,event_type 11
17422,event_type 11
17679,event_type 11
16867,event_type 11
17572,event_type 11
17986,event_type 11
18476,event_type 11
16887,event_type 22
16887,event_type 11
16887,event_type 23
16887,event_type 22
16887,event_type 11
16887,event_type 23
16887,event_type 22
16887,event_type 11
16887,event_type 23
17280,event_type 23
17131,event_type 15
17243,event_type 15
17086,event_type 15
18151,event_type 11
18151,event_type 15
18151,event_type 11
18151,event_type 15
16954,event_type 15
17075,event_type 15
17075,event_type 11
17075,event_type 15
17075,event_type 11
17039,event_type 11
17039,event_type 15
17039,event_type 11
17039,event_type 15
17072,event_type 11
17072,event_type 15
17072,event_type 11
17072,event_type 15
17913,event_type 15
16757,event_type 15
18013,event_type 15
18013,event_type 11
18013,event_type 15
18013,event_type 11
17261,event_type 15
17261,event_type 54
17261,event_type 15
17261,event_type 54
17383,event_type 11
16707,event_type 15
16707,event_type 11
16707,event_type 15
16707,event_type 11
18242,event_type 11
18242,event_type 13
18242,event_type 11
18242,event_type 13
17216,event_type 11
17216,event_type 13
17216,event_type 11
17216,event_type 13
17510,event_type 13
17510,event_type 11
17510,event_type 13
17510,event_type 11
17793,event_type 11
17793,event_type 14
17793,event_type 11
17793,event_type 14
17000,event_type 13
17000,event_type 11
17000,event_type 13
17000,event_type 11
17393,event_type 11
17351,event_type 11
17784,event_type 11
17718,event_type 11
17778,event_type 11
17206,event_type 11
17899,event_type 11
18045,event_type 15
17176,event_type 15
17176,event_type 11
17176,event_type 15
17176,event_type 11
16857,event_type 15
16728,event_type 15
17722,event_type 15
17722,event_type 38
17722,event_type 15
17722,event_type 38
17826,event_type 15
17014,event_type 15
17983,event_type 11
17983,event_type 54
17983,event_type 15
17983,event_type 11
17983,event_type 54
17983,event_type 15
17983,event_type 11
17983,event_type 54
17983,event_type 15
17395,event_type 11
18303,event_type 11
16713,event_type 11
17318,event_type 23
18330,event_type 11
17188,event_type 11
17843,event_type 11
17012,event_type 20
17402,event_type 15
18196,event_type 15
17777,event_type 11
17777,event_type 15
17777,event_type 11
17777,event_type 15
17742,event_type 15
17742,event_type 11
17742,event_type 15
17742,event_type 11
18510,event_type 15
17002,event_type 15
17591,event_type 15
17480,event_type 15
17744,event_type 15
18124,event_type 15
17534,event_type 15
16690,event_type 15
16690,event_type 11
16690,event_type 15
16690,event_type 11
18509,event_type 11
18509,event_type 15
18509,event_type 11
18509,event_type 15
17274,event_type 15
18277,event_type 15
16710,event_type 15
16943,event_type 11
17227,event_type 11
17227,event_type 18
17227,event_type 13
17227,event_type 11
17227,event_type 18
17227,event_type 13
17227,event_type 11
17227,event_type 18
17227,event_type 13
17981,event_type 11
18308,event_type 11
17060,event_type 11
18199,event_type 11
17497,event_type 11
16823,event_type 11
16823,event_type 13
16823,event_type 11
16823,event_type 13
18020,event_type 11
18499,event_type 11
17053,event_type 11
17840,event_type 20
16980,event_type 20
16775,event_type 20
18294,event_type 11
16863,event_type 11
18247,event_type 11
18268,event_type 11
18268,event_type 15
18268,event_type 11
18268,event_type 15
17263,event_type 30
17263,event_type 29
17263,event_type 30
17263,event_type 29
16986,event_type 11
16959,event_type 11
17889,event_type 11
17652,event_type 11
18322,event_type 11
17085,event_type 11
16930,event_type 11
16905,event_type 18
16905,event_type 11
16905,event_type 18
16905,event_type 11
17226,event_type 11
16884,event_type 11
18551,event_type 11
17001,event_type 11
16762,event_type 11
18289,event_type 11
18546,event_type 44
18546,event_type 43
18546,event_type 42
18546,event_type 44
18546,event_type 43
18546,event_type 42
18546,event_type 44
18546,event_type 43
18546,event_type 42
17831,event_type 44
17831,event_type 43
17831,event_type 42
17831,event_type 44
17831,event_type 43
17831,event_type 42
17831,event_type 44
17831,event_type 43
17831,event_type 42
16938,event_type 45
16938,event_type 44
16938,event_type 42
16938,event_type 43
16938,event_type 45
16938,event_type 44
16938,event_type 42
16938,event_type 43
16938,event_type 45
16938,event_type 44
16938,event_type 42
16938,event_type 43
16938,event_type 45
16938,event_type 44
16938,event_type 42
16938,event_type 43
17916,event_type 44
17916,event_type 42
17916,event_type 43
17916,event_type 44
17916,event_type 42
17916,event_type 43
17916,event_type 44
17916,event_type 42
17916,event_type 43
18034,event_type 44
18034,event_type 42
18034,event_type 43
18034,event_type 44
18034,event_type 42
18034,event_type 43
18034,event_type 44
18034,event_type 42
18034,event_type 43
17775,event_type 44
17775,event_type 43
17775,event_type 42
17775,event_type 44
17775,event_type 43
17775,event_type 42
17775,event_type 44
17775,event_type 43
17775,event_type 42
18382,event_type 42
18382,event_type 43
18382,event_type 44
18382,event_type 42
18382,event_type 43
18382,event_type 44
18382,event_type 42
18382,event_type 43
18382,event_type 44
18015,event_type 42
18015,event_type 44
18015,event_type 43
18015,event_type 42
18015,event_type 44
18015,event_type 43
18015,event_type 42
18015,event_type 44
18015,event_type 43
17819,event_type 50
16951,event_type 42
16951,event_type 44
16951,event_type 43
16951,event_type 45
16951,event_type 42
16951,event_type 44
16951,event_type 43
16951,event_type 45
16951,event_type 42
16951,event_type 44
16951,event_type 43
16951,event_type 45
16951,event_type 42
16951,event_type 44
16951,event_type 43
16951,event_type 45
17552,event_type 43
17552,event_type 44
17552,event_type 42
17552,event_type 43
17552,event_type 44
17552,event_type 42
17552,event_type 43
17552,event_type 44
17552,event_type 42
17161,event_type 42
17161,event_type 43
17161,event_type 44
